issue,date,front01,front02,front03,front04,front05,back01,back02
18096,2017-12-27,14,17,18,19,31,2,4
18097,2017-12-29,1,5,8,13,22,2,11
18098,2018-01-01,4,13,15,31,32,1,11
18099,2018-01-03,17,28,29,31,32,1,5
18100,2018-01-05,8,15,22,27,28,4,12
18101,2018-01-08,21,24,25,31,35,8,12
18102,2018-01-10,2,3,13,20,23,2,5
18103,2018-01-12,10,14,21,28,29,2,11
18104,2018-01-14,16,26,29,30,34,2,12
18105,2018-01-17,2,3,20,27,29,2,11
18106,2018-01-19,1,5,9,29,30,9,11
18107,2018-01-21,7,17,20,25,32,2,11
18108,2018-01-24,16,25,26,32,35,6,9
18109,2018-01-26,2,4,22,26,27,6,11
18110,2018-01-28,2,5,7,13,23,3,8
18111,2018-01-31,3,11,12,22,24,5,7
18112,2018-02-02,3,5,13,16,28,2,5
18113,2018-02-04,1,3,6,15,28,3,10
18114,2018-02-06,1,18,22,23,24,7,11
18115,2018-02-09,6,14,18,19,24,4,5
18116,2018-02-11,7,10,18,23,29,1,5
18117,2018-02-13,2,8,9,25,28,8,12
18118,2018-02-16,7,10,16,18,19,3,9
18119,2018-02-18,2,10,11,24,26,7,12
18120,2018-02-20,1,15,18,22,32,2,4
18121,2018-02-23,12,14,17,26,32,11,12
18122,2018-02-25,11,14,17,19,35,1,4
18123,2018-02-27,2,8,11,20,33,3,5
18124,2018-03-01,7,15,21,24,27,1,10
18125,2018-03-04,1,3,7,24,31,6,8
18126,2018-03-06,10,18,19,31,34,1,2
18127,2018-03-08,9,21,27,31,33,3,6
18128,2018-03-11,8,28,31,33,35,1,8
18129,2018-03-13,3,22,25,27,33,8,11
18130,2018-03-15,7,8,10,16,34,2,6
18131,2018-03-18,9,21,23,28,31,4,9
18132,2018-03-20,2,14,22,27,33,10,12
18133,2018-03-22,11,13,22,25,28,1,12
18134,2018-03-24,4,12,13,22,34,1,5
18135,2018-03-27,5,7,13,31,34,5,6
18136,2018-03-29,8,17,19,25,30,4,8
18137,2018-03-31,2,7,8,17,31,4,10
18138,2018-04-03,1,10,13,16,17,4,11
18139,2018-04-05,5,8,22,23,28,3,4
18140,2018-04-07,6,12,16,29,34,4,10
18141,2018-04-10,3,10,11,18,24,5,6
18142,2018-04-12,2,8,11,19,20,10,12
18143,2018-04-14,23,27,30,32,34,4,10
18144,2018-04-16,5,9,10,25,34,3,10
18145,2018-04-19,8,12,16,20,30,6,12
18146,2018-04-21,10,11,15,19,21,1,5
18147,2018-04-23,4,5,22,30,32,9,12
18148,2018-04-26,3,6,16,25,28,4,11
18149,2018-04-28,2,18,20,27,28,2,4
18150,2018-04-30,3,18,25,29,30,3,5
19001,2018-05-03,15,17,30,32,35,1,9
19002,2018-05-05,10,13,20,21,24,3,7
19003,2018-05-07,6,9,14,28,30,1,11
19004,2018-05-09,15,20,21,29,32,7,10
19005,2018-05-12,7,20,21,26,27,7,12
19006,2018-05-14,16,20,21,23,30,2,6
19007,2018-05-16,4,5,16,27,29,4,5
19008,2018-05-19,11,15,18,24,28,2,5
19009,2018-05-21,8,11,15,21,33,3,7
19010,2018-05-23,9,18,19,31,33,1,4
19011,2018-05-26,12,19,32,33,35,4,5
19012,2018-05-28,3,5,10,11,17,2,6
19013,2018-05-30,9,11,13,27,29,4,5
19014,2018-06-01,9,17,19,24,30,5,9
19015,2018-06-04,2,5,6,8,24,4,11
19016,2018-06-06,10,16,25,26,35,3,12
19017,2018-06-08,9,23,25,29,32,5,11
19018,2018-06-11,5,7,26,30,32,8,10
19019,2018-06-13,8,10,15,25,28,1,9
19020,2018-06-15,4,5,8,18,26,2,3
19021,2018-06-18,2,17,26,27,34,1,8
19022,2018-06-20,9,11,15,26,34,1,9
19023,2018-06-22,9,11,22,24,29,4,7
19024,2018-06-24,5,9,18,21,24,7,8
19025,2018-06-27,11,17,22,23,28,2,9
19026,2018-06-29,6,15,22,31,34,3,6
19027,2018-07-01,1,9,24,25,28,2,8
19028,2018-07-04,4,12,19,20,33,4,12
19029,2018-07-06,2,5,22,29,30,2,11
19030,2018-07-08,11,14,19,27,35,10,11
19031,2018-07-11,1,13,18,24,26,8,12
19032,2018-07-13,8,9,29,30,35,11,12
19033,2018-07-15,1,10,11,25,27,8,9
19034,2018-07-17,11,16,17,28,31,6,7
19035,2018-07-20,12,15,19,28,31,5,7
19036,2018-07-22,2,3,15,22,31,4,6
19037,2018-07-24,5,10,15,29,35,3,10
19038,2018-07-27,2,4,13,19,27,3,5
19039,2018-07-29,3,10,15,24,26,3,9
19040,2018-07-31,1,3,6,23,27,2,7
19041,2018-08-03,5,7,15,17,35,8,12
19042,2018-08-05,2,15,23,34,35,2,3
19043,2018-08-07,1,3,7,13,34,3,6
19044,2018-08-09,7,23,26,30,35,2,7
19045,2018-08-12,1,4,9,13,16,1,6
19046,2018-08-14,10,22,25,28,31,2,11
19047,2018-08-16,3,9,17,27,32,4,5
19048,2018-08-19,16,17,20,25,26,5,11
19049,2018-08-21,15,19,26,31,33,4,8
19050,2018-08-23,1,15,17,28,31,3,9
19051,2018-08-26,6,23,28,31,33,5,9
19052,2018-08-28,3,4,7,30,33,7,10
19053,2018-08-30,3,14,25,28,30,1,2
19054,2018-09-01,3,4,25,29,34,4,6
19055,2018-09-04,7,11,17,21,27,5,8
19056,2018-09-06,2,11,12,13,26,4,5
19057,2018-09-08,7,8,22,27,33,1,6
19058,2018-09-11,5,21,22,30,31,1,7
19059,2018-09-13,11,12,14,19,26,1,9
19060,2018-09-15,1,7,16,21,27,6,7
19061,2018-09-18,8,14,22,23,30,7,9
19062,2018-09-20,14,15,17,32,34,5,6
19063,2018-09-22,1,9,18,21,31,1,8
19064,2018-09-24,4,10,29,32,35,11,12
19065,2018-09-27,7,15,21,28,31,5,7
19066,2018-09-29,1,6,8,25,30,5,7
19067,2018-10-01,4,9,17,27,31,7,10
19068,2018-10-04,4,13,18,21,25,2,12
19069,2018-10-06,12,14,21,32,35,3,10
19070,2018-10-08,2,5,7,28,29,11,12
19071,2018-10-11,1,5,18,19,33,5,8
19072,2018-10-13,4,6,22,23,34,2,9
19073,2018-10-15,9,12,18,26,30,4,10
19074,2018-10-17,17,20,22,24,33,3,10
19075,2018-10-20,18,24,27,34,35,9,10
19076,2018-10-22,7,17,21,23,24,4,9
19077,2018-10-24,4,15,17,21,30,8,9
19078,2018-10-27,4,6,12,26,27,1,9
19079,2018-10-29,7,11,20,27,33,5,7
19080,2018-10-31,7,9,14,26,35,7,10
19081,2018-11-03,14,16,28,34,35,2,9
19082,2018-11-05,1,5,15,16,21,4,5
19083,2018-11-07,6,10,11,29,34,7,12
19084,2018-11-09,5,6,7,12,16,2,7
19085,2018-11-12,18,27,28,29,31,1,11
19086,2018-11-14,1,7,9,31,32,1,11
19087,2018-11-16,11,14,20,31,32,4,8
19088,2018-11-19,2,10,13,14,15,8,12
19089,2018-11-21,4,13,21,29,35,3,9
19090,2018-11-23,1,25,29,30,35,6,7
19091,2018-11-26,10,18,23,29,32,7,12
19092,2018-11-28,16,18,23,27,28,1,9
19093,2018-11-30,16,18,33,34,35,6,9
19094,2018-12-02,10,11,19,27,30,2,7
19095,2018-12-05,8,9,13,17,28,10,11
19096,2018-12-07,6,7,13,16,26,2,4
19097,2018-12-09,4,8,11,18,21,9,10
19098,2018-12-12,18,21,27,32,35,3,6
19099,2018-12-14,8,10,12,19,25,6,12
19100,2018-12-16,3,4,5,13,34,2,8
19101,2018-12-19,1,3,10,33,34,4,5
19102,2018-12-21,6,16,20,26,32,4,9
19103,2018-12-23,1,7,14,28,32,3,6
19104,2018-12-25,14,21,27,30,35,6,7
19105,2018-12-28,4,8,13,19,28,4,8
19106,2018-12-30,4,9,17,19,35,1,3
19107,2019-01-01,1,7,24,31,35,1,10
19108,2019-01-04,1,6,11,28,30,3,12
19109,2019-01-06,4,15,19,22,34,7,9
19110,2019-01-08,4,7,8,15,28,4,8
19111,2019-01-11,2,13,20,28,31,8,10
19112,2019-01-13,11,17,22,33,34,2,7
19113,2019-01-15,9,12,14,18,21,3,6
19114,2019-01-17,3,5,8,24,30,10,12
19115,2019-01-20,3,13,26,31,34,4,11
19116,2019-01-22,9,25,26,31,32,2,12
19117,2019-01-24,6,19,20,28,29,11,12
19118,2019-01-27,4,14,23,33,34,1,6
19119,2019-01-29,6,11,12,14,21,8,12
19120,2019-01-31,4,14,15,19,21,8,11
19121,2019-02-03,11,18,19,22,28,4,9
19122,2019-02-05,10,18,25,33,35,8,11
19123,2019-02-07,1,3,16,23,31,1,8
19124,2019-02-09,6,7,9,10,14,7,10
19125,2019-02-12,5,18,22,24,33,2,3
19126,2019-02-14,2,4,17,25,33,8,12
19127,2019-02-16,1,5,28,29,30,5,6
19128,2019-02-19,3,7,12,15,19,6,8
19129,2019-02-21,1,9,12,14,35,4,7
19130,2019-02-23,6,8,17,18,25,2,12
19131,2019-02-26,4,7,14,20,35,2,6
19132,2019-02-28,1,6,13,14,28,3,12
19133,2019-03-02,2,6,18,21,22,1,11
19134,2019-03-04,22,26,30,31,32,2,4
19135,2019-03-07,7,13,22,25,27,7,9
19136,2019-03-09,12,14,16,26,31,8,11
19137,2019-03-11,14,18,19,23,28,10,11
19138,2019-03-14,6,10,16,20,21,5,10
19139,2019-03-16,17,19,22,24,25,3,5
19140,2019-03-18,1,19,20,21,33,3,12
19141,2019-03-21,3,4,12,24,27,4,6
19142,2019-03-23,1,8,10,14,32,6,9
19143,2019-03-25,2,5,13,19,34,5,11
19144,2019-03-27,9,11,17,27,35,2,3
19145,2019-03-30,5,16,20,22,26,1,5
19146,2019-04-01,9,19,28,34,35,1,8
19147,2019-04-03,2,9,27,29,35,9,12
19148,2019-04-06,1,19,24,29,32,2,6
19149,2019-04-08,13,15,27,31,35,11,12
19150,2019-04-10,3,5,11,30,33,7,12
20001,2019-04-13,3,10,16,20,35,4,9
20002,2019-04-15,6,10,22,23,26,5,12
20003,2019-04-17,2,8,14,28,30,6,9
20004,2019-04-19,5,7,8,20,33,1,3
20005,2019-04-22,6,7,19,29,35,3,5
20006,2019-04-24,3,7,8,15,28,2,7
20007,2019-04-26,2,4,18,23,34,3,7
20008,2019-04-29,3,16,22,29,35,1,12
20009,2019-05-01,2,3,18,19,28,6,8
20010,2019-05-03,14,15,19,20,23,3,5
20011,2019-05-06,16,22,26,27,33,1,7
20012,2019-05-08,10,12,14,16,22,7,12
20013,2019-05-10,2,15,18,22,24,6,11
20014,2019-05-12,5,10,12,27,28,6,12
20015,2019-05-15,9,10,13,27,33,6,8
20016,2019-05-17,4,5,10,21,24,6,7
20017,2019-05-19,5,11,13,17,18,4,6
20018,2019-05-22,12,15,28,30,32,7,9
20019,2019-05-24,4,5,9,13,18,2,4
20020,2019-05-26,10,17,18,24,32,10,12
20021,2019-05-29,12,21,25,26,27,4,12
20022,2019-05-31,1,21,24,27,28,8,11
20023,2019-06-02,11,18,23,27,30,6,10
20024,2019-06-04,3,10,31,33,35,1,3
20025,2019-06-07,21,23,24,28,35,9,12
20026,2019-06-09,2,12,23,24,32,4,6
20027,2019-06-11,2,7,11,23,33,1,9
20028,2019-06-14,18,27,28,29,35,5,9
20029,2019-06-16,7,9,11,33,35,4,10
20030,2019-06-18,10,19,30,31,33,5,6
20031,2019-06-21,6,11,14,19,32,2,11
20032,2019-06-23,1,2,4,25,32,1,6
20033,2019-06-25,4,8,13,18,33,5,7
20034,2019-06-27,1,7,9,24,33,9,11
20035,2019-06-30,1,10,19,23,35,4,11
20036,2019-07-02,8,21,24,25,35,1,8
20037,2019-07-04,7,13,21,25,33,1,9
20038,2019-07-07,3,7,10,25,26,3,9
20039,2019-07-09,16,17,28,30,35,1,9
20040,2019-07-11,7,8,17,24,27,11,12
20041,2019-07-14,9,17,21,23,26,4,7
20042,2019-07-16,11,25,26,27,34,1,5
20043,2019-07-18,6,16,18,30,34,11,12
20044,2019-07-20,5,15,17,20,26,2,10
20045,2019-07-23,10,16,26,27,29,7,8
20046,2019-07-25,3,16,17,18,31,2,4
20047,2019-07-27,15,16,24,26,32,2,6
20048,2019-07-30,3,4,17,26,28,2,6
20049,2019-08-01,3,7,10,18,25,3,9
20050,2019-08-03,11,16,26,32,34,3,8
